id,square,price_vnd,latitude,longitude
530,40,9295000,16.049147,108.247266
531,25,3200000,16.031959,108.227049
532,23,4500000,16.041979,108.218305
533,120,13943000,16.048573,108.247504
534,20,2000000,16.031948,108.227377
535,25,7000000,16.079787,108.244635
536,20,5112000,16.035072,108.243605
537,70,22262000,16.03332,108.239574
538,66,19149000,16.03332,108.239574
539,50,4500000,16.048935999999998,108.247398
540,25,7000000,16.079787,108.244635
541,25,6500000,16.071603,108.23786000000001
542,35,5500000,16.060083,108.238665
543,42,16000000,16.070593,108.23488400000001
544,52,19550000,16.070593,108.23488400000001
545,32,4500000,16.08186,108.23361899999999
546,53,8500000,16.061487,108.238076
547,23,2500000,16.076726,108.169674
548,20,3000000,16.052898000000003,108.241577
549,30,4000000,16.08186,108.23361899999999
550,35,7500000,16.078837,108.23061299999999
551,20,2000000,16.050711,108.22105
552,64,15000000,16.034838,108.23168500000001
553,20,2500000,16.052898000000003,108.241577
554,70,10350000,16.068770999999998,108.233754
555,25,1700000,16.020854999999997,108.207171
556,33,2700000,16.009521,108.25282800000001
557,35,6000000,16.056179999999998,108.24268400000001
558,30,4500000,16.020098,108.22668700000001
559,40,6000000,16.056113,108.24266000000001
560,50,4500000,16.048935999999998,108.247398
561,27,7000000,16.069403,108.238841
562,28,1700000,16.062796,108.144126
563,20,3000000,16.043062,108.247702
564,30,8000000,16.068286999999998,108.241453
565,30,8500000,16.068286999999998,108.241453
566,45,8000000,16.03709,108.24497099999999
567,50,7000000,16.038724,108.24799999999999
568,35,11852000,16.067132,108.243766
569,35,7000000,16.04555,108.246664
570,30,6274000,16.046646,108.24492099999999
571,26,2300000,16.067769000000002,108.14736299999998
572,73,24215000,16.03332,108.239574
573,60,12781000,16.070408999999998,108.233544
574,60,17406000,16.03332,108.239574
575,70,20310000,16.03332,108.239574
576,50,10200000,16.06605,108.243253
577,20,2000000,16.013327,108.21946499999999
578,36,10000000,16.034838,108.23168500000001
579,42,11000000,16.034838,108.23168500000001
580,30,3500000,16.045151,108.221341
581,35,6500000,16.062064000000003,108.23783799999998
582,40,8000000,16.031132,108.22381499999999
583,20,4500000,16.062094000000002,108.18476399999999
584,20,2000000,16.009295,108.19816999999999
585,35,7000000,16.05035,108.24645500000001
586,24,2500000,16.044752,108.247207
587,40,15000000,16.071104000000002,108.233351
588,40,5500000,16.074692000000002,108.21900600000001
589,30,6500000,16.047094,108.244599
590,30,9000000,16.076995999999998,108.243803
591,30,8000000,16.069292,108.235404
592,20,1600000,16.045886,108.24246699999999
593,35,6000000,16.030148,108.22339099999999
594,30,10000000,16.045482,108.246528
595,35,4500000,16.053353,108.205339
596,25,3300000,16.031076000000002,108.230405
597,25,2500000,16.052887,108.176772
598,18,4000000,16.058511,108.217104
599,35,3500000,16.000135999999998,108.217821
600,25,5000000,16.078902,108.230443
601,40,13000000,16.071104000000002,108.233351
602,43,12650000,16.048466,108.246967
603,45,7900000,16.049666000000002,108.24490300000001
604,40,7000000,16.049173,108.24635
605,15,900000,16.062775,108.156728
606,60,9000000,16.04814,108.245562
607,45,8500000,16.047195000000002,108.24338300000001
608,45,9000000,16.047195000000002,108.24338300000001
609,18,2800000,16.045151,108.221341
610,50,14950000,16.049386,108.24686899999999
611,13,1600000,16.045151,108.221341
612,20,3000000,16.031076000000002,108.230405
613,40,3800000,16.043359,108.24160900000001
614,105,10000000,16.047665,108.245259
615,50,10000000,16.053015,108.241479
616,50,5000000,16.031076000000002,108.230405
617,50,7000000,16.026129,108.23925200000001
618,55,6000000,16.031076000000002,108.230405
619,45,8000000,16.038202,108.21622099999999
620,46,5700000,16.023660999999997,108.225412
621,32,5000000,16.058396,108.20733200000001
622,45,10922000,16.069792,108.237082
623,18,3500000,16.058511,108.217104
624,15,1500000,16.040492999999998,108.213277
625,18,1700000,15.988553,108.269525
626,25,2300000,16.016118,108.25699499999999
627,40,8366000,16.068372,108.242448
628,25,5000000,16.008049,108.21400200000001
629,40,3000000,16.0451,108.217984
630,45,12000000,16.062210999999998,108.245329
631,35,4500000,16.056262,108.216816
632,45,9430000,16.079489000000002,108.242709
633,40,7000000,16.059217999999998,108.174745
634,50,8000000,16.036625,108.245605
635,45,10000000,16.079489000000002,108.242709
636,25,2500000,16.052457999999998,108.17971599999998
637,30,4000000,16.090093,108.21568400000001
638,20,2500000,16.048351999999998,108.174139
639,45,11000000,16.038848,108.246843
640,28,1600000,16.042242,108.16899099999999
641,15,1500000,16.076092000000003,108.172982
642,33,8000000,16.059839,108.23926200000001
643,20,2000000,16.076092000000003,108.172982
644,38,10000000,16.059839,108.23926200000001
645,35,4700000,16.067445000000003,108.23394499999999
646,32,4000000,16.058396,108.20733200000001
647,30,2500000,16.046885999999997,108.17450900000001
648,32,4000000,16.023660999999997,108.225412
649,16,1600000,16.052887,108.176772
650,40,8000000,16.074566,108.24157
651,40,8000000,16.056589000000002,108.24503999999999
652,28,8500000,16.068502,108.230218
653,35,7500000,16.063685,108.241946
654,18,6000000,16.041347000000002,108.24456200000002
655,15,2500000,16.060112,108.207848
656,25,3000000,16.028053,108.212868
657,20,4000000,16.082847,108.236667
658,20,4500000,16.064686,108.23841399999999
659,42,7000000,16.049525,108.235398
660,38,6500000,16.045495000000003,108.24528600000001
661,14,1400000,16.032975,108.212722
662,23,4000000,16.041979,108.218305
663,68,13000000,16.048262,108.23482299999999
664,22,1500000,16.066341,108.150074
665,40,6500000,16.081045,108.22998100000001
666,32,8000000,16.073777,108.231105
667,42,5500000,16.042467000000002,108.21820100000001
668,42,6900000,16.049677,108.24391999999999
669,28,5000000,16.017359,108.228173
670,37,5000000,16.017359,108.228173
671,32,9200000,16.071603,108.23786000000001
672,30,4000000,16.020098,108.22668700000001
673,34,7130000,16.068354,108.24130600000001
674,40,7000000,16.023391,108.24483700000002
675,25,5000000,16.067975,108.24428799999998
676,40,9000000,16.049537,108.244229
677,14,1500000,16.070702,108.154545
678,40,6000000,15.988604,108.269873
679,60,8000000,16.048780999999998,108.245465
680,30,9200000,16.076485,108.241904
681,62,8395000,16.065144,108.241616
682,40,8050000,16.05412,108.240328
683,25,8000000,16.063168,108.230898
684,30,7000000,16.063278,108.23893899999999
685,35,9000000,15.980177,108.27466399999999
686,45,8500000,16.049312,108.24363899999999
687,30,4500000,16.081491,108.243999
688,6,12781000,16.049057,108.247346
689,40,6000000,16.088173,108.244425
690,45,7000000,16.091725,108.22609399999999
691,30,5000000,15.993442000000002,108.26826899999999
692,45,7000000,16.076164000000002,108.24152099999999
693,30,6000000,16.050841000000002,108.244821
694,50,7000000,16.088173,108.244425
695,35,10000000,15.980177,108.27466399999999
696,36,10000000,16.048842,108.24794299999999
697,40,7000000,16.030148,108.22339099999999
698,30,7000000,16.083613,108.24548200000001
699,40,7000000,16.076021,108.241996
700,40,6000000,16.073809,108.20876399999999
701,85,8900000,16.065793,108.222568
702,55,13800000,16.050651000000002,108.24685900000001
703,45,6500000,16.043612,108.222426
704,40,8000000,16.043635000000002,108.24289399999999
705,60,14000000,16.052698,108.24592
706,35,7436000,16.054417,108.245673
707,50,7200000,16.031848,108.241302
708,35,6500000,16.067695,108.239411
709,40,12781000,16.048645,108.24603799999998
710,35,9295000,16.049613,108.244519
711,50,23000000,16.052236999999998,108.24444799999999
712,50,8000000,16.05029,108.220758
713,70,16100000,16.038072,108.24874799999999
714,35,16500000,16.04944,108.24774599999999
715,12,4000000,16.05782,108.239795
716,30,4500000,16.076085,108.24408600000001
717,25,9528000,16.067132,108.243766
718,40,2500000,16.080913,108.144196
719,40,6500000,16.076713,108.241555
720,30,16267000,16.075135,108.24363600000001
721,25,8000000,16.050859,108.24441200000001
722,45,7500000,16.038495,108.24729599999999
723,20,1500000,16.077242000000002,108.17073
724,60,11500000,16.068926,108.232198
725,22,3900000,16.090879,108.235616
726,35,8133000,16.038570999999997,108.24614
727,45,11040000,16.047757,108.24558
728,20,6000000,16.051446,108.24359799999999
729,35,4500000,16.043612,108.222426
730,40,10350000,16.051156,108.23956000000001
731,35,6000000,16.036666,108.245053
732,40,7500000,16.070359,108.235822
733,35,5700000,16.016981,108.195756
734,18,1200000,16.051852,108.175619
735,45,7500000,16.06843,108.23871399999999
736,16,2000000,15.995959,108.26358799999998
737,18,4700000,16.063278,108.23893899999999
738,35,5000000,15.980176,108.27101499999999
739,25,4500000,16.091248999999998,108.23783200000001
740,30,7000000,16.066582,108.235593
741,55,9200000,16.063371,108.23080700000001
742,40,5500000,15.993442000000002,108.26826899999999
743,20,3000000,16.067987,108.234932
744,15,3500000,16.042015,108.216678
745,22,2500000,16.044631,108.164956
746,45,12500000,16.054233,108.24124199999999
747,38,5500000,16.045495000000003,108.24528600000001
748,38,6000000,16.045495000000003,108.24528600000001
749,38,7500000,16.045495000000003,108.24528600000001
750,30,5000000,16.033916,108.21441000000002
751,20,900000,16.067922,108.149875
752,25,4000000,16.033916,108.21441000000002
753,50,9500000,15.98664,108.27099299999999
754,55,10000000,16.054709,108.218875
755,30,3000000,16.0421,108.21686000000001
756,30,6900000,16.07369,108.24233100000001
757,35,8000000,16.069689999999998,108.222808
758,35,5000000,16.067985,108.24255600000001
759,38,7500000,16.067695,108.239411
760,39,8000000,16.044728,108.247134
761,25,3500000,16.057197,108.21708500000001
762,35,7000000,16.072074,108.237816
763,35,5000000,16.067985,108.24255600000001
764,35,6000000,16.06843,108.23871399999999
765,20,5000000,16.070235999999998,108.22058100000001
766,45,6000000,16.070235999999998,108.22058100000001
767,67,12650000,16.05412,108.240328
768,30,9000000,16.079849,108.21795700000001
769,30,4000000,16.056262,108.216816
770,20,2000000,15.979484,108.25003400000001
771,30,6000000,16.038377,108.222431
772,17,1400000,16.035717,108.223119
773,30,5500000,16.035296,108.218957
774,45,7000000,16.087443,108.23903899999999
775,45,8000000,16.060745,108.23476699999999
776,15,3000000,16.042015,108.216678
777,20,4000000,16.067510000000002,108.22019499999999
778,40,5700000,16.067815,108.242571
779,45,8500000,16.083613,108.24548200000001
780,60,9500000,16.049719,108.245078
781,50,9200000,16.040023,108.216697
782,15,1000000,16.059495000000002,108.160683
783,20,1800000,16.040497,108.170634
784,42,6900000,16.049677,108.24391999999999
785,32,6000000,16.044987,108.239627
786,50,6900000,16.040023,108.216697
787,60,11500000,16.05086,108.24678700000001
788,68,17000000,16.048262,108.23482299999999
789,35,6500000,16.065936999999998,108.238422
790,20,3900000,16.082952,108.216403
791,63,10000000,16.05692,108.23963400000001
792,30,6000000,16.051818,108.242506
793,40,7000000,16.019226999999997,108.25546000000001
794,60,10000000,16.049454,108.24444799999999
795,32,6000000,16.011498,108.25978799999999
796,35,8050000,16.050926999999998,108.246344
797,33,6000000,16.05692,108.23963400000001
798,38,5500000,16.073862,108.22202800000001
799,50,7800000,16.051755,108.24296499999998
800,28,5000000,16.073862,108.22202800000001
801,37,8050000,16.038549,108.24725600000001
802,30,4500000,16.064179,108.23954499999999
803,32,6500000,16.011498,108.25978799999999
804,42,5500000,16.09528,108.24803100000001
805,23,2300000,15.999451,108.204219
806,50,11500000,16.070682,108.23459299999999
807,35,6000000,16.037236,108.247156
808,75,22195000,16.070179,108.23399599999999
809,45,6000000,16.037236,108.247156
810,35,5000000,16.055691,108.245799
811,25,5000000,16.048617999999998,108.243003
812,20,4900000,16.082952,108.216403
813,100,18400000,16.010414,108.25891599999999
814,12,1500000,16.058842000000002,108.241721
815,35,5800000,16.081878,108.164123
816,63,19550000,16.070179,108.23399599999999
817,26,9000000,16.066954,108.243517
818,43,14030000,16.070179,108.23399599999999
819,40,16100000,16.073663,108.220808
820,28,6500000,16.076176999999998,108.231256
821,19,2700000,16.050497,108.23986000000001
822,18,2500000,16.06019,108.20851100000002
823,15,2000000,16.06019,108.20851100000002
824,35,5500000,16.049157,108.235556
825,20,4000000,16.103407999999998,108.26225600000001
826,45,17250000,16.040618,108.24651999999999
827,40,7475000,16.067798,108.243583
828,35,8000000,16.048822,108.24849499999999
829,45,6500000,16.035863,108.24503600000001
830,26,2700000,16.046362,108.237179
831,50,9200000,16.036566,108.25098200000001
832,60,13000000,16.052698,108.24592
833,33,6500000,16.053791,108.239843
834,40,19550000,16.06949,108.24201699999999
835,35,6000000,16.054692000000003,108.17090800000001
836,39,5500000,16.062272,108.17471299999998
837,32,10350000,16.06949,108.24201699999999
838,25,4500000,16.073862,108.22202800000001
839,45,7500000,16.103407999999998,108.26225600000001
840,20,3500000,16.081512,108.231324
841,50,8000000,16.049402,108.24404799999999
842,15,4500000,16.048202,108.242798
843,25,2500000,16.041412,108.247873
844,35,6900000,16.042975,108.24242
845,38,8000000,16.037820999999997,108.24743899999999
846,25,3500000,16.050497,108.23986000000001
847,48,10000000,16.037820999999997,108.24743899999999
848,43,6000000,16.082016,108.243559
849,45,9200000,16.074594,108.24428700000001
850,50,8700000,16.078181,108.22899299999999
851,40,6900000,16.054372,108.24113799999999
852,30,4500000,16.048957,108.247909
853,45,6500000,16.052782,108.243827
854,25,5500000,16.041266,108.217699
855,25,4500000,16.041266,108.217699
856,75,13800000,16.074594,108.24428700000001
857,90,11500000,16.074594,108.24428700000001
858,32,11500000,16.074594,108.24428700000001
859,32,6500000,16.045509,108.21074099999998
860,25,3300000,16.050497,108.23986000000001
861,52,14145000,16.053148999999998,108.246458
862,25,3500000,16.043804,108.21011299999999
863,22,3000000,16.043804,108.21011299999999
864,40,6500000,16.076598,108.243544
865,32,5500000,16.035675,108.24561000000001
866,40,5520000,16.091749,108.24293700000001
867,50,8050000,16.048794,108.2479
868,40,6000000,16.049421,108.21628700000001
869,35,5000000,16.056314999999998,108.18735
870,48,6500000,16.056314999999998,108.18735
871,40,7500000,16.070359,108.235822
872,30,4000000,16.059081,108.207664
873,30,5000000,16.043804,108.21011299999999
874,50,8000000,16.045686,108.24470900000001
875,40,6000000,16.091749,108.24293700000001
876,20,5000000,16.050112,108.236551
877,30,5000000,16.081045,108.22998100000001
878,40,6500000,16.081864000000003,108.23620600000001
879,50,11000000,16.065027,108.231563
880,20,5000000,16.096071,108.24650700000001
881,45,6500000,16.041907000000002,108.23943100000001
882,32,10810000,16.053148999999998,108.246458
883,32,10120000,16.053148999999998,108.246458
884,40,10350000,16.053148999999998,108.246458
885,30,4500000,15.984157999999999,108.270896
886,55,7000000,16.035675,108.24561000000001
887,35,6500000,16.050112,108.236551
888,40,6000000,16.056314999999998,108.18735
889,35,8000000,16.044728,108.247134
890,35,7500000,16.096071,108.24650700000001
891,55,8000000,16.035675,108.24561000000001
892,45,7500000,16.041907000000002,108.23943100000001
893,35,7000000,16.042254999999997,108.217552
894,30,5000000,16.049157,108.235556
895,18,2000000,16.045756,108.18434599999999
896,18,2300000,16.045756,108.18434599999999
897,50,4000000,16.103238,108.260673
898,26,3000000,16.050396,108.239721
899,20,5000000,16.082847,108.236667
900,45,7000000,16.035863,108.24503600000001
901,20,1800000,16.041508,108.219473
902,20,3000000,16.043251,108.216676
903,50,12781000,16.048298000000003,108.24193999999999
904,60,11619000,16.047565,108.24134199999999
905,15,4000000,16.096071,108.24650700000001
906,22,2000000,16.030707,108.211801
907,35,6000000,16.056589000000002,108.24503999999999
908,37,7200000,16.044728,108.247134
909,45,14720000,16.070179,108.23399599999999
910,43,16675000,16.070179,108.23399599999999
911,30,2500000,16.004658,108.20946799999999
912,16,2000000,16.043618,108.21383
913,60,10000000,16.056589000000002,108.24503999999999
914,60,19550000,16.070179,108.23399599999999
915,35,2500000,16.042147,108.216328
916,45,14375000,16.070179,108.23399599999999
917,15,1200000,16.041757999999998,108.215827
918,45,8500000,16.06605,108.243253
919,70,20355000,16.070179,108.23399599999999
920,63,20010000,16.070179,108.23399599999999
921,75,21850000,16.070179,108.23399599999999
922,43,17250000,16.070179,108.23399599999999
923,52,13110000,16.053148999999998,108.246458
924,40,11040000,16.053148999999998,108.246458
925,45,4000000,16.042147,108.216328
926,22,2300000,16.039521,108.220472
927,30,3500000,16.026552,108.213089
928,25,3000000,16.026552,108.213089
929,26,4000000,16.042192,108.239461
930,26,6000000,16.042192,108.239461
931,20,2300000,16.03428,108.22179299999999
932,45,7000000,16.048638,108.235569
933,35,5000000,16.056274,108.217098
934,25,4500000,16.053859,108.218636
935,18,1300000,16.077363000000002,108.12895400000001
936,38,7500000,16.053859,108.218636
937,50,4000000,16.101221,108.24650700000001
938,36,11000000,16.036564000000002,108.24474599999999
939,18,1600000,16.077363000000002,108.12895400000001
940,40,6000000,16.056262,108.216816
941,25,2000000,16.063506,108.179818
942,85,21160000,16.049386,108.24686899999999
943,64,8000000,16.09528,108.24803100000001
944,35,6700000,16.058698,108.241919
945,36,13000000,16.036564000000002,108.24474599999999
946,35,3000000,16.063506,108.179818
947,43,2300000,16.044747,108.20608899999999
948,37,5000000,16.09528,108.24803100000001
949,22,3000000,16.033823,108.213674
950,16,1800000,16.045914,108.24486499999999
951,30,3500000,16.040847,108.246472
952,20,3000000,16.039798,108.244755
953,70,19358000,16.03332,108.239574
954,30,5500000,15.972079999999998,108.261003
955,65,12500000,16.056787,108.24180700000001
956,25,6500000,16.041991,108.24805800000001
957,24,2000000,16.058009,108.183691
958,17,2700000,16.055817,108.210895
959,12,3000000,16.061063,108.21186599999999
960,35,7500000,16.056787,108.24180700000001
961,20,3000000,16.055817,108.210895
962,9,3500000,16.055817,108.210895
963,15,2500000,16.066527999999998,108.23657299999999
964,20,2500000,16.049484,108.23618799999998
965,40,3000000,16.050772,108.21291000000001
966,20,2500000,16.013327,108.21946499999999
967,16,2500000,16.079198,108.23308899999999
968,20,4800000,16.068978,108.232633
969,25,2400000,16.056926999999998,108.237827
970,32,3100000,16.076726,108.169674
971,38,5000000,16.058826999999997,108.23351000000001
972,40,5000000,16.03558,108.245217
973,20,1500000,16.052789,108.16963500000001
974,40,4000000,16.056259,108.217025
975,30,2500000,16.104051000000002,108.259149
976,18,2000000,16.054722,108.170837
977,28,2300000,16.063627,108.23623
978,20,2200000,16.031307,108.222474
979,20,3500000,16.021629,108.25131599999999
980,25,2800000,16.028053,108.212868
981,42,7000000,16.049525,108.235398
982,30,1500000,16.041915,108.24025300000001
983,68,14000000,16.048262,108.23482299999999
984,14,2500000,16.031306,108.22231200000002
985,22,3600000,16.058556,108.21071699999999
986,20,3000000,16.062735,108.176855
987,12,750000,16.0821,108.146955
988,15,2200000,16.049623999999998,108.239002
989,25,2000000,16.055314000000003,108.178607
990,30,1500000,16.050679000000002,108.185243
991,20,2000000,15.987554000000001,108.213017
992,25,2000000,16.050777,108.18513999999999
993,25,1800000,16.040983999999998,108.16951200000001
994,22,3000000,16.060097,108.238672
995,30,3500000,16.075108,108.23162099999999
996,18,2200000,16.054722,108.170837
997,18,1500000,16.081856,108.160596
998,25,1500000,15.980649,108.25008500000001
999,15,2000000,16.077201000000002,108.172227
1000,30,2000000,16.104051000000002,108.259149
1001,21,2200000,16.031276000000002,108.215332
1002,40,2000000,16.059666,108.159709
1003,20,3500000,16.038857999999998,108.244358
1004,40,1200000,16.059599,108.159222
1005,25,2700000,16.031959,108.227049
1006,50,3000000,16.041123000000002,108.24313000000001
1007,16,1700000,16.062875,108.143478
1008,30,3000000,16.042176,108.24021699999999
1009,18,3000000,16.058511,108.217104
1010,14,1900000,16.067769000000002,108.14736299999998
1011,20,2000000,15.981727,108.274047
1012,20,3000000,16.066966,108.235152
1013,15,1800000,16.045151,108.221341
1014,16,1200000,16.07535,108.149048
1015,26,4000000,16.041979,108.218305
1016,18,4000000,16.068978,108.232633
1017,25,3000000,16.075108,108.23162099999999
1018,20,2200000,16.038971,108.22083799999999
1019,15,2500000,16.032909,108.21367099999999
1020,25,3000000,16.043723,108.241077
1021,25,2800000,16.056926999999998,108.237827
1022,35,3000000,16.02168,108.245508
1023,25,1500000,16.040485999999998,108.242756
1024,25,1800000,15.997682999999999,108.210574
1025,30,2700000,16.004658,108.20946799999999
1026,60,5000000,16.033206,108.212717
1027,27,4500000,16.048892000000002,108.23888999999998
1028,30,1500000,16.036641,108.17325
1029,30,3000000,16.022423,108.20936499999999
1030,30,2500000,16.025636,108.24616
1031,20,4000000,16.063882999999997,108.21840900000001
1032,30,2500000,16.033595000000002,108.21511399999999
1033,25,3000000,16.029635,108.21995
1034,15,1800000,16.046469000000002,108.164947
1035,20,2200000,16.067769000000002,108.14736299999998
1036,20,1000000,16.06595,108.147433
1037,30,5500000,16.080803,108.242007
1038,25,2500000,16.019889000000003,108.24923000000001
1039,18,1800000,16.071226,108.149322
1040,18,2600000,16.063928,108.189199
1041,25,5000000,16.036635,108.215756
1042,20,2200000,15.979484,108.25003400000001
1043,16,2000000,16.090167,108.14305
1044,35,3000000,16.08186,108.23361899999999
1045,25,3100000,16.032909,108.21367099999999
1046,20,3000000,16.063928,108.189199
1047,30,4000000,16.050214999999998,108.236476
1048,18,2500000,16.038814000000002,108.222633
1049,30,6000000,16.05029,108.220758
1050,60,18000000,16.062007,108.230418
1051,30,4000000,16.051429000000002,108.24071299999999
1052,32,6800000,16.042474,108.247047
1053,25,3840000,16.049418,108.24076799999999
1054,25,5600000,16.063168,108.230898
